origin,body,frame,dt_bin,n_pairs,dt_median_min,sep_median,sep_p90
MO,NN,G-LON,<=15,54228,3.0,0.0,0.0
MO,NN,G-LON,15-30,10357,25.0,0.0,1.0
MO,NN,G-LON,30-45,15407,32.0,0.0,1.0
MO,NN,G-LON,45-90,53296,60.0,1.0,1.0
MO,NN,G-LON,90-180,70030,125.0,1.0,2.0
MO,NN,G-LON,180-360,65469,211.0,2.0,3.0
MO,NN,G-LON,>360,28565,418.0,4.0,5.0
MO,NN,G-RA,<=15,54228,3.0,0.0,0.0
MO,NN,G-RA,15-30,10357,25.0,0.0,1.0
MO,NN,G-RA,30-45,15407,32.0,0.0,1.0
MO,NN,G-RA,45-90,53296,60.0,1.0,1.0
MO,NN,G-RA,90-180,70030,125.0,1.0,2.0
MO,NN,G-RA,180-360,65469,211.0,2.0,3.0
MO,NN,G-RA,>360,28565,418.0,4.0,5.0
MO,PA,G-AZ,<=15,54228,3.0,4.0,17.0
MO,PA,G-AZ,15-30,10357,25.0,4.0,18.0
MO,PA,G-AZ,30-45,15407,32.0,4.0,17.0
MO,PA,G-AZ,45-90,53296,60.0,4.0,16.0
MO,PA,G-AZ,90-180,70030,125.0,5.0,21.0
MO,PA,G-AZ,180-360,65469,211.0,12.0,56.0
MO,PA,G-AZ,>360,28565,418.0,28.0,72.0
MO,PA,G-LON,<=15,54228,3.0,0.0,0.0
MO,PA,G-LON,15-30,10357,25.0,0.0,1.0
MO,PA,G-LON,30-45,15407,32.0,0.0,1.0
MO,PA,G-LON,45-90,53296,60.0,1.0,1.0
MO,PA,G-LON,90-180,70030,125.0,1.0,2.0
MO,PA,G-LON,180-360,65469,211.0,2.0,3.0
MO,PA,G-LON,>360,28565,418.0,4.0,5.0
MO,PA,G-RA,<=15,54228,3.0,0.0,0.0
MO,PA,G-RA,15-30,10357,25.0,0.0,1.0
MO,PA,G-RA,30-45,15407,32.0,0.0,1.0
MO,PA,G-RA,45-90,53296,60.0,1.0,1.0
MO,PA,G-RA,90-180,70030,125.0,1.0,2.0
MO,PA,G-RA,180-360,65469,211.0,2.0,3.0
MO,PA,G-RA,>360,28565,418.0,4.0,5.0
MO,PL,G-AZ,<=15,54228,3.0,3.0,17.0
MO,PL,G-AZ,15-30,10357,25.0,4.0,20.0
MO,PL,G-AZ,30-45,15407,32.0,4.0,19.0
MO,PL,G-AZ,45-90,53296,60.0,3.0,16.0
MO,PL,G-AZ,90-180,70030,125.0,4.0,22.0
MO,PL,G-AZ,180-360,65469,211.0,11.0,62.0
MO,PL,G-AZ,>360,28565,418.0,26.0,77.0
MO,PL,G-LON,<=15,54228,3.0,0.0,0.0
MO,PL,G-LON,15-30,10357,25.0,0.0,1.0
MO,PL,G-LON,30-45,15407,32.0,0.0,1.0
MO,PL,G-LON,45-90,53296,60.0,1.0,1.0
MO,PL,G-LON,90-180,70030,125.0,1.0,2.0
MO,PL,G-LON,180-360,65469,211.0,2.0,3.0
MO,PL,G-LON,>360,28565,418.0,4.0,5.0
MO,PL,G-RA,<=15,54228,3.0,0.0,0.0
MO,PL,G-RA,15-30,10357,25.0,0.0,1.0
MO,PL,G-RA,30-45,15407,32.0,0.0,1.0
MO,PL,G-RA,45-90,53296,60.0,1.0,1.0
MO,PL,G-RA,90-180,70030,125.0,1.0,2.0
MO,PL,G-RA,180-360,65469,211.0,2.0,3.0
MO,PL,G-RA,>360,28565,418.0,4.0,5.0
MO,SA,G-AZ,<=15,54228,3.0,3.0,16.0
MO,SA,G-AZ,15-30,10357,25.0,4.0,19.0
MO,SA,G-AZ,30-45,15407,32.0,3.0,18.0
MO,SA,G-AZ,45-90,53296,60.0,3.0,16.0
MO,SA,G-AZ,90-180,70030,125.0,4.0,21.0
MO,SA,G-AZ,180-360,65469,211.0,11.0,61.0
MO,SA,G-AZ,>360,28565,418.0,26.0,77.0
MO,SA,G-LON,<=15,54228,3.0,0.0,0.0
MO,SA,G-LON,15-30,10357,25.0,0.0,1.0
MO,SA,G-LON,30-45,15407,32.0,0.0,1.0
MO,SA,G-LON,45-90,53296,60.0,1.0,1.0
MO,SA,G-LON,90-180,70030,125.0,1.0,2.0
MO,SA,G-LON,180-360,65469,211.0,2.0,3.0
MO,SA,G-LON,>360,28565,418.0,4.0,5.0
MO,SA,G-RA,<=15,54228,3.0,0.0,0.0
MO,SA,G-RA,15-30,10357,25.0,0.0,1.0
MO,SA,G-RA,30-45,15407,32.0,0.0,1.0
MO,SA,G-RA,45-90,53296,60.0,1.0,1.0
MO,SA,G-RA,90-180,70030,125.0,1.0,2.0
MO,SA,G-RA,180-360,65469,211.0,2.0,3.0
MO,SA,G-RA,>360,28565,418.0,4.0,5.0
MO,SU,G-AZ,<=15,54228,3.0,3.0,16.0
MO,SU,G-AZ,15-30,10357,25.0,4.0,23.0
MO,SU,G-AZ,30-45,15407,32.0,4.0,21.0
MO,SU,G-AZ,45-90,53296,60.0,3.0,17.0
MO,SU,G-AZ,90-180,70030,125.0,4.0,25.0
MO,SU,G-AZ,180-360,65469,211.0,11.0,49.0
MO,SU,G-AZ,>360,28565,418.0,29.0,60.0
MO,SU,G-LON,<=15,54228,3.0,0.0,0.0
MO,SU,G-LON,15-30,10357,25.0,0.0,1.0
MO,SU,G-LON,30-45,15407,32.0,0.0,1.0
MO,SU,G-LON,45-90,53296,60.0,1.0,1.0
MO,SU,G-LON,90-180,70030,125.0,1.0,2.0
MO,SU,G-LON,180-360,65469,211.0,2.0,3.0
MO,SU,G-LON,>360,28565,418.0,4.0,5.0
MO,SU,G-RA,<=15,54228,3.0,0.0,0.0
MO,SU,G-RA,15-30,10357,25.0,0.0,1.0
MO,SU,G-RA,30-45,15407,32.0,0.0,1.0
MO,SU,G-RA,45-90,53296,60.0,1.0,1.0
MO,SU,G-RA,90-180,70030,125.0,1.0,2.0
MO,SU,G-RA,180-360,65469,211.0,2.0,3.0
MO,SU,G-RA,>360,28565,418.0,4.0,5.0
MO,UR,G-AZ,<=15,54228,3.0,3.0,15.0
MO,UR,G-AZ,15-30,10357,25.0,3.0,17.0
MO,UR,G-AZ,30-45,15407,32.0,3.0,16.0
MO,UR,G-AZ,45-90,53296,60.0,3.0,14.0
MO,UR,G-AZ,90-180,70030,125.0,4.0,19.0
MO,UR,G-AZ,180-360,65469,211.0,10.0,55.0
MO,UR,G-AZ,>360,28565,418.0,25.0,72.0
MO,UR,G-LON,<=15,54228,3.0,0.0,0.0
MO,UR,G-LON,15-30,10357,25.0,0.0,1.0
MO,UR,G-LON,30-45,15407,32.0,0.0,1.0
MO,UR,G-LON,45-90,53296,60.0,1.0,1.0
MO,UR,G-LON,90-180,70030,125.0,1.0,2.0
MO,UR,G-LON,180-360,65469,211.0,2.0,3.0
MO,UR,G-LON,>360,28565,418.0,4.0,5.0
MO,UR,G-RA,<=15,54228,3.0,0.0,0.0
MO,UR,G-RA,15-30,10357,25.0,0.0,1.0
MO,UR,G-RA,30-45,15407,32.0,0.0,1.0
MO,UR,G-RA,45-90,53296,60.0,1.0,1.0
MO,UR,G-RA,90-180,70030,125.0,1.0,2.0
MO,UR,G-RA,180-360,65469,211.0,2.0,3.0
MO,UR,G-RA,>360,28565,418.0,4.0,5.0
MO,VE,G-AZ,<=15,54228,3.0,3.0,16.0
MO,VE,G-AZ,15-30,10357,25.0,3.0,18.0
MO,VE,G-AZ,30-45,15407,32.0,3.0,17.0
MO,VE,G-AZ,45-90,53296,60.0,3.0,15.0
MO,VE,G-AZ,90-180,70030,125.0,4.0,21.0
MO,VE,G-AZ,180-360,65469,211.0,10.0,65.0
MO,VE,G-AZ,>360,28565,418.0,28.0,83.0
MO,VE,G-LON,<=15,54228,3.0,0.0,0.0
MO,VE,G-LON,15-30,10357,25.0,0.0,1.0
MO,VE,G-LON,30-45,15407,32.0,0.0,1.0
MO,VE,G-LON,45-90,53296,60.0,1.0,1.0
MO,VE,G-LON,90-180,70030,125.0,1.0,2.0
MO,VE,G-LON,180-360,65469,211.0,2.0,3.0
MO,VE,G-LON,>360,28565,418.0,4.0,5.0
MO,VE,G-RA,<=15,54228,3.0,0.0,0.0
MO,VE,G-RA,15-30,10357,25.0,0.0,1.0
MO,VE,G-RA,30-45,15407,32.0,0.0,1.0
MO,VE,G-RA,45-90,53296,60.0,1.0,1.0
MO,VE,G-RA,90-180,70030,125.0,1.0,2.0
MO,VE,G-RA,180-360,65469,211.0,2.0,3.0
MO,VE,G-RA,>360,28565,418.0,4.0,5.0
MO,VS,G-AZ,<=15,54228,3.0,3.0,16.0
MO,VS,G-AZ,15-30,10357,25.0,4.0,19.0
MO,VS,G-AZ,30-45,15407,32.0,3.0,17.0
MO,VS,G-AZ,45-90,53296,60.0,3.0,16.0
MO,VS,G-AZ,90-180,70030,125.0,4.0,21.0
MO,VS,G-AZ,180-360,65469,211.0,11.0,62.0
MO,VS,G-AZ,>360,28565,418.0,28.0,79.0
MO,VS,G-LON,<=15,54228,3.0,0.0,0.0
MO,VS,G-LON,15-30,10357,25.0,0.0,1.0
MO,VS,G-LON,30-45,15407,32.0,0.0,1.0
MO,VS,G-LON,45-90,53296,60.0,1.0,1.0
MO,VS,G-LON,90-180,70030,125.0,1.0,2.0
MO,VS,G-LON,180-360,65469,211.0,2.0,3.0
MO,VS,G-LON,>360,28565,418.0,4.0,5.0
MO,VS,G-RA,<=15,54228,3.0,0.0,0.0
MO,VS,G-RA,15-30,10357,25.0,0.0,1.0
MO,VS,G-RA,30-45,15407,32.0,0.0,1.0
MO,VS,G-RA,45-90,53296,60.0,1.0,1.0
MO,VS,G-RA,90-180,70030,125.0,1.0,2.0
MO,VS,G-RA,180-360,65469,211.0,2.0,3.0
MO,VS,G-RA,>360,28565,418.0,4.0,5.0
VX G-LON,MO,G-LON_x_G-AZ,<=15,54228,3.0,3.0,19.0
VX G-LON,MO,G-LON_x_G-AZ,15-30,10357,25.0,4.0,21.0
VX G-LON,MO,G-LON_x_G-AZ,30-45,15407,32.0,3.0,19.0
VX G-LON,MO,G-LON_x_G-AZ,45-90,53296,60.0,3.0,18.0
VX G-LON,MO,G-LON_x_G-AZ,90-180,70030,125.0,5.0,23.0
VX G-LON,MO,G-LON_x_G-AZ,180-360,65469,211.0,12.0,62.0
VX G-LON,MO,G-LON_x_G-AZ,>360,28565,418.0,26.0,82.0
VX G-LON,MO,G-LON_x_G-RA,<=15,54228,3.0,6.0,22.0
VX G-LON,MO,G-LON_x_G-RA,15-30,10357,25.0,7.0,25.0
VX G-LON,MO,G-LON_x_G-RA,30-45,15407,32.0,7.0,25.0
VX G-LON,MO,G-LON_x_G-RA,45-90,53296,60.0,6.0,21.0
VX G-LON,MO,G-LON_x_G-RA,90-180,70030,125.0,8.0,37.0
VX G-LON,MO,G-LON_x_G-RA,180-360,65469,211.0,48.0,139.0
VX G-LON,MO,G-LON_x_G-RA,>360,28565,418.0,101.0,163.0
VX G-RA,MO,G-RA_x_G-AZ,<=15,54228,3.0,3.0,20.0
VX G-RA,MO,G-RA_x_G-AZ,15-30,10357,25.0,4.0,22.0
VX G-RA,MO,G-RA_x_G-AZ,30-45,15407,32.0,4.0,20.0
VX G-RA,MO,G-RA_x_G-AZ,45-90,53296,60.0,3.0,19.0
VX G-RA,MO,G-RA_x_G-AZ,90-180,70030,125.0,5.0,23.0
VX G-RA,MO,G-RA_x_G-AZ,180-360,65469,211.0,12.0,61.0
VX G-RA,MO,G-RA_x_G-AZ,>360,28565,418.0,27.0,80.0
VX G-RA,MO,G-RA_x_G-LON,<=15,54228,3.0,6.0,23.0
VX G-RA,MO,G-RA_x_G-LON,15-30,10357,25.0,7.0,26.0
VX G-RA,MO,G-RA_x_G-LON,30-45,15407,32.0,8.0,25.0
VX G-RA,MO,G-RA_x_G-LON,45-90,53296,60.0,5.0,22.0
VX G-RA,MO,G-RA_x_G-LON,90-180,70030,125.0,8.0,38.0
VX G-RA,MO,G-RA_x_G-LON,180-360,65469,211.0,48.0,137.0
VX G-RA,MO,G-RA_x_G-LON,>360,28565,418.0,104.0,162.0
VX,CE,G-LON,<=15,54228,3.0,6.0,22.0
VX,CE,G-LON,15-30,10357,25.0,7.0,26.0
VX,CE,G-LON,30-45,15407,32.0,7.0,25.0
VX,CE,G-LON,45-90,53296,60.0,6.0,21.0
VX,CE,G-LON,90-180,70030,125.0,8.0,38.0
VX,CE,G-LON,180-360,65469,211.0,50.0,142.0
VX,CE,G-LON,>360,28565,418.0,105.0,166.0
VX,CE,G-RA,<=15,54228,3.0,6.0,23.0
VX,CE,G-RA,15-30,10357,25.0,8.0,26.0
VX,CE,G-RA,30-45,15407,32.0,8.0,25.399999999999636
VX,CE,G-RA,45-90,53296,60.0,6.0,22.0
VX,CE,G-RA,90-180,70030,125.0,8.0,39.0
VX,CE,G-RA,180-360,65469,211.0,51.0,140.0
VX,CE,G-RA,>360,28565,418.0,108.0,165.0
VX,JN,G-LON,<=15,54228,3.0,6.0,22.0
VX,JN,G-LON,15-30,10357,25.0,8.0,26.0
VX,JN,G-LON,30-45,15407,32.0,7.0,25.0
VX,JN,G-LON,45-90,53296,60.0,6.0,21.0
VX,JN,G-LON,90-180,70030,125.0,8.0,38.0
VX,JN,G-LON,180-360,65469,211.0,50.0,142.0
VX,JN,G-LON,>360,28565,418.0,105.0,166.0
VX,JN,G-RA,<=15,54228,3.0,6.0,23.0
VX,JN,G-RA,15-30,10357,25.0,8.0,26.0
VX,JN,G-RA,30-45,15407,32.0,8.0,25.0
VX,JN,G-RA,45-90,53296,60.0,6.0,22.0
VX,JN,G-RA,90-180,70030,125.0,8.0,39.0
VX,JN,G-RA,180-360,65469,211.0,51.0,140.0
VX,JN,G-RA,>360,28565,418.0,108.0,165.0
VX,JU,G-LON,<=15,54228,3.0,6.0,22.0
VX,JU,G-LON,15-30,10357,25.0,7.0,26.0
VX,JU,G-LON,30-45,15407,32.0,7.0,25.0
VX,JU,G-LON,45-90,53296,60.0,6.0,21.0
VX,JU,G-LON,90-180,70030,125.0,8.0,38.0
VX,JU,G-LON,180-360,65469,211.0,50.0,142.0
VX,JU,G-LON,>360,28565,418.0,105.0,166.0
VX,JU,G-RA,<=15,54228,3.0,6.0,24.0
VX,JU,G-RA,15-30,10357,25.0,8.0,26.0
VX,JU,G-RA,30-45,15407,32.0,8.0,25.0
VX,JU,G-RA,45-90,53296,60.0,6.0,22.0
VX,JU,G-RA,90-180,70030,125.0,8.0,39.0
VX,JU,G-RA,180-360,65469,211.0,51.0,140.0
VX,JU,G-RA,>360,28565,418.0,108.0,166.0
VX,MA,G-LON,<=15,54228,3.0,6.0,23.0
VX,MA,G-LON,15-30,10357,25.0,7.0,26.0
VX,MA,G-LON,30-45,15407,32.0,7.0,25.0
VX,MA,G-LON,45-90,53296,60.0,6.0,21.0
VX,MA,G-LON,90-180,70030,125.0,8.0,38.0
VX,MA,G-LON,180-360,65469,211.0,50.0,141.0
VX,MA,G-LON,>360,28565,418.0,105.0,166.0
VX,MA,G-RA,<=15,54228,3.0,6.0,23.0
VX,MA,G-RA,15-30,10357,25.0,8.0,26.0
VX,MA,G-RA,30-45,15407,32.0,8.0,25.0
VX,MA,G-RA,45-90,53296,60.0,6.0,22.0
VX,MA,G-RA,90-180,70030,125.0,8.0,39.0
VX,MA,G-RA,180-360,65469,211.0,51.0,140.0
VX,MA,G-RA,>360,28565,418.0,108.0,165.0
VX,ME,G-LON,<=15,54228,3.0,6.0,23.0
VX,ME,G-LON,15-30,10357,25.0,8.0,26.0
VX,ME,G-LON,30-45,15407,32.0,7.0,25.0
VX,ME,G-LON,45-90,53296,60.0,6.0,21.0
VX,ME,G-LON,90-180,70030,125.0,8.0,38.0
VX,ME,G-LON,180-360,65469,211.0,50.0,141.0
VX,ME,G-LON,>360,28565,418.0,105.0,166.0
VX,ME,G-RA,<=15,54228,3.0,6.0,23.0
VX,ME,G-RA,15-30,10357,25.0,8.0,26.0
VX,ME,G-RA,30-45,15407,32.0,8.0,25.0
VX,ME,G-RA,45-90,53296,60.0,6.0,22.0
VX,ME,G-RA,90-180,70030,125.0,8.0,39.0
VX,ME,G-RA,180-360,65469,211.0,51.0,139.0
VX,ME,G-RA,>360,28565,418.0,107.0,165.0
VX,MO,G-LON,<=15,54228,3.0,6.0,22.0
VX,MO,G-LON,15-30,10357,25.0,7.0,26.0
VX,MO,G-LON,30-45,15407,32.0,7.0,25.0
VX,MO,G-LON,45-90,53296,60.0,6.0,21.0
VX,MO,G-LON,90-180,70030,125.0,8.0,37.0
VX,MO,G-LON,180-360,65469,211.0,48.0,139.0
VX,MO,G-LON,>360,28565,418.0,101.0,163.0
VX,MO,G-RA,<=15,54228,3.0,6.0,23.0
VX,MO,G-RA,15-30,10357,25.0,7.0,26.0
VX,MO,G-RA,30-45,15407,32.0,8.0,25.0
VX,MO,G-RA,45-90,53296,60.0,5.0,22.0
VX,MO,G-RA,90-180,70030,125.0,8.0,38.0
VX,MO,G-RA,180-360,65469,211.0,48.0,137.0
VX,MO,G-RA,>360,28565,418.0,104.0,162.0
VX,NE,G-LON,<=15,54228,3.0,6.0,22.0
VX,NE,G-LON,15-30,10357,25.0,7.0,26.0
VX,NE,G-LON,30-45,15407,32.0,7.0,25.0
VX,NE,G-LON,45-90,53296,60.0,6.0,21.0
VX,NE,G-LON,90-180,70030,125.0,8.0,38.0
VX,NE,G-LON,180-360,65469,211.0,50.0,142.0
VX,NE,G-LON,>360,28565,418.0,105.0,166.0
VX,NE,G-RA,<=15,54228,3.0,6.0,23.0
VX,NE,G-RA,15-30,10357,25.0,8.0,26.0
VX,NE,G-RA,30-45,15407,32.0,8.0,25.0
VX,NE,G-RA,45-90,53296,60.0,6.0,22.0
VX,NE,G-RA,90-180,70030,125.0,8.0,39.0
VX,NE,G-RA,180-360,65469,211.0,51.0,140.0
VX,NE,G-RA,>360,28565,418.0,108.0,166.0
VX,NN,G-LON,<=15,54228,3.0,6.0,22.0
VX,NN,G-LON,15-30,10357,25.0,8.0,26.0
VX,NN,G-LON,30-45,15407,32.0,7.0,25.0
VX,NN,G-LON,45-90,53296,60.0,6.0,21.0
VX,NN,G-LON,90-180,70030,125.0,8.0,38.0
VX,NN,G-LON,180-360,65469,211.0,50.0,142.0
VX,NN,G-LON,>360,28565,418.0,105.0,166.0
VX,NN,G-RA,<=15,54228,3.0,6.0,23.0
VX,NN,G-RA,15-30,10357,25.0,8.0,26.0
VX,NN,G-RA,30-45,15407,32.0,8.0,25.0
VX,NN,G-RA,45-90,53296,60.0,6.0,22.0
VX,NN,G-RA,90-180,70030,125.0,8.0,39.0
VX,NN,G-RA,180-360,65469,211.0,51.0,140.0
VX,NN,G-RA,>360,28565,418.0,108.0,166.0
VX,PA,G-LON,<=15,54228,3.0,6.0,22.0
VX,PA,G-LON,15-30,10357,25.0,8.0,26.0
VX,PA,G-LON,30-45,15407,32.0,7.0,25.0
VX,PA,G-LON,45-90,53296,60.0,6.0,21.0
VX,PA,G-LON,90-180,70030,125.0,8.0,38.0
VX,PA,G-LON,180-360,65469,211.0,50.0,142.0
VX,PA,G-LON,>360,28565,418.0,105.0,166.0
VX,PA,G-RA,<=15,54228,3.0,6.0,23.0
VX,PA,G-RA,15-30,10357,25.0,8.0,26.0
VX,PA,G-RA,30-45,15407,32.0,8.0,26.0
VX,PA,G-RA,45-90,53296,60.0,6.0,22.0
VX,PA,G-RA,90-180,70030,125.0,8.0,39.0
VX,PA,G-RA,180-360,65469,211.0,51.0,140.0
VX,PA,G-RA,>360,28565,418.0,108.0,165.0
VX,PFdn,G-LON,<=15,54228,3.0,3.0,23.0
VX,PFdn,G-LON,15-30,10357,25.0,5.0,29.0
VX,PFdn,G-LON,30-45,15407,32.0,4.0,25.0
VX,PFdn,G-LON,45-90,53296,60.0,3.0,22.0
VX,PFdn,G-LON,90-180,70030,125.0,5.0,34.0
VX,PFdn,G-LON,180-360,65469,211.0,17.0,79.0
VX,PFdn,G-LON,>360,28565,418.0,48.0,90.0
VX,PFdn,G-RA,<=15,54228,3.0,4.0,24.0
VX,PFdn,G-RA,15-30,10357,25.0,5.0,29.0
VX,PFdn,G-RA,30-45,15407,32.0,4.0,26.0
VX,PFdn,G-RA,45-90,53296,60.0,4.0,23.0
VX,PFdn,G-RA,90-180,70030,125.0,5.0,34.0
VX,PFdn,G-RA,180-360,65469,211.0,18.0,78.0
VX,PFdn,G-RA,>360,28565,418.0,49.0,90.60000000000218
VX,PFff,G-LON,<=15,54228,3.0,3.0,16.0
VX,PFff,G-LON,15-30,10357,25.0,5.0,18.0
VX,PFff,G-LON,30-45,15407,32.0,4.0,17.0
VX,PFff,G-LON,45-90,53296,60.0,3.0,15.0
VX,PFff,G-LON,90-180,70030,125.0,5.0,21.0
VX,PFff,G-LON,180-360,65469,211.0,16.0,72.0
VX,PFff,G-LON,>360,28565,418.0,47.0,83.0
VX,PFff,G-RA,<=15,54228,3.0,4.0,17.0
VX,PFff,G-RA,15-30,10357,25.0,5.0,18.0
VX,PFff,G-RA,30-45,15407,32.0,4.0,17.0
VX,PFff,G-RA,45-90,53296,60.0,3.0,16.0
VX,PFff,G-RA,90-180,70030,125.0,5.0,22.0
VX,PFff,G-RA,180-360,65469,211.0,17.0,70.0
VX,PFff,G-RA,>360,28565,418.0,48.0,83.0
VX,PL,G-LON,<=15,54228,3.0,6.0,22.0
VX,PL,G-LON,15-30,10357,25.0,8.0,26.0
VX,PL,G-LON,30-45,15407,32.0,7.0,25.0
VX,PL,G-LON,45-90,53296,60.0,6.0,21.0
VX,PL,G-LON,90-180,70030,125.0,8.0,38.0
VX,PL,G-LON,180-360,65469,211.0,50.0,142.0
VX,PL,G-LON,>360,28565,418.0,105.0,166.0
VX,PL,G-RA,<=15,54228,3.0,6.0,23.0
VX,PL,G-RA,15-30,10357,25.0,8.0,26.0
VX,PL,G-RA,30-45,15407,32.0,8.0,25.0
VX,PL,G-RA,45-90,53296,60.0,6.0,22.0
VX,PL,G-RA,90-180,70030,125.0,8.0,39.0
VX,PL,G-RA,180-360,65469,211.0,51.0,140.0
VX,PL,G-RA,>360,28565,418.0,108.0,166.0
VX,SA,G-LON,<=15,54228,3.0,6.0,22.0
VX,SA,G-LON,15-30,10357,25.0,8.0,26.0
VX,SA,G-LON,30-45,15407,32.0,7.0,25.0
VX,SA,G-LON,45-90,53296,60.0,6.0,21.0
VX,SA,G-LON,90-180,70030,125.0,8.0,38.0
VX,SA,G-LON,180-360,65469,211.0,50.0,142.0
VX,SA,G-LON,>360,28565,418.0,105.0,166.0
VX,SA,G-RA,<=15,54228,3.0,6.0,24.0
VX,SA,G-RA,15-30,10357,25.0,8.0,26.0
VX,SA,G-RA,30-45,15407,32.0,8.0,25.0
VX,SA,G-RA,45-90,53296,60.0,6.0,22.0
VX,SA,G-RA,90-180,70030,125.0,8.0,39.0
VX,SA,G-RA,180-360,65469,211.0,51.0,140.0
VX,SA,G-RA,>360,28565,418.0,108.0,166.0
VX,SU,G-LON,<=15,54228,3.0,6.0,22.0
VX,SU,G-LON,15-30,10357,25.0,8.0,26.0
VX,SU,G-LON,30-45,15407,32.0,7.0,25.0
VX,SU,G-LON,45-90,53296,60.0,6.0,21.0
VX,SU,G-LON,90-180,70030,125.0,8.0,38.0
VX,SU,G-LON,180-360,65469,211.0,50.0,141.0
VX,SU,G-LON,>360,28565,418.0,105.0,166.0
VX,SU,G-RA,<=15,54228,3.0,6.0,23.0
VX,SU,G-RA,15-30,10357,25.0,8.0,26.0
VX,SU,G-RA,30-45,15407,32.0,8.0,25.0
VX,SU,G-RA,45-90,53296,60.0,6.0,22.0
VX,SU,G-RA,90-180,70030,125.0,8.0,39.0
VX,SU,G-RA,180-360,65469,211.0,51.0,139.0
VX,SU,G-RA,>360,28565,418.0,107.0,165.0
VX,UR,G-LON,<=15,54228,3.0,6.0,22.0
VX,UR,G-LON,15-30,10357,25.0,8.0,26.0
VX,UR,G-LON,30-45,15407,32.0,7.0,25.0
VX,UR,G-LON,45-90,53296,60.0,6.0,21.0
VX,UR,G-LON,90-180,70030,125.0,8.0,38.0
VX,UR,G-LON,180-360,65469,211.0,50.0,142.0
VX,UR,G-LON,>360,28565,418.0,105.0,166.0
VX,UR,G-RA,<=15,54228,3.0,6.0,24.0
VX,UR,G-RA,15-30,10357,25.0,8.0,26.0
VX,UR,G-RA,30-45,15407,32.0,8.0,25.0
VX,UR,G-RA,45-90,53296,60.0,6.0,22.0
VX,UR,G-RA,90-180,70030,125.0,8.0,39.0
VX,UR,G-RA,180-360,65469,211.0,51.0,140.0
VX,UR,G-RA,>360,28565,418.0,108.0,166.0
VX,VE,G-LON,<=15,54228,3.0,6.0,22.0
VX,VE,G-LON,15-30,10357,25.0,7.0,26.0
VX,VE,G-LON,30-45,15407,32.0,7.0,25.0
VX,VE,G-LON,45-90,53296,60.0,6.0,21.0
VX,VE,G-LON,90-180,70030,125.0,8.0,38.0
VX,VE,G-LON,180-360,65469,211.0,50.0,141.0
VX,VE,G-LON,>360,28565,418.0,105.0,166.0
VX,VE,G-RA,<=15,54228,3.0,6.0,23.30000000000291
VX,VE,G-RA,15-30,10357,25.0,8.0,26.0
VX,VE,G-RA,30-45,15407,32.0,8.0,25.0
VX,VE,G-RA,45-90,53296,60.0,6.0,22.0
VX,VE,G-RA,90-180,70030,125.0,8.0,39.0
VX,VE,G-RA,180-360,65469,211.0,51.0,139.0
VX,VE,G-RA,>360,28565,418.0,107.0,165.0
VX,VS,G-LON,<=15,54228,3.0,6.0,22.0
VX,VS,G-LON,15-30,10357,25.0,7.0,26.0
VX,VS,G-LON,30-45,15407,32.0,7.0,25.0
VX,VS,G-LON,45-90,53296,60.0,6.0,21.0
VX,VS,G-LON,90-180,70030,125.0,8.0,38.0
VX,VS,G-LON,180-360,65469,211.0,50.0,142.0
VX,VS,G-LON,>360,28565,418.0,105.0,166.0
VX,VS,G-RA,<=15,54228,3.0,6.0,24.0
VX,VS,G-RA,15-30,10357,25.0,8.0,26.0
VX,VS,G-RA,30-45,15407,32.0,8.0,25.0
VX,VS,G-RA,45-90,53296,60.0,6.0,22.0
VX,VS,G-RA,90-180,70030,125.0,8.0,39.0
VX,VS,G-RA,180-360,65469,211.0,51.0,140.0
VX,VS,G-RA,>360,28565,418.0,108.0,165.0
