feature_id,origin,body,frame,operational_class_provisional,resolution_mode,recommended_resolution_deg,near45_sep_median,near45_sep_p90,velocity_robust_deg_per_hr,daily_drift_deg_per_day,n_pairs,n_near45,dt_bin_profile_ref,exploratory_only,audit_version,master_sha256,timestamp_utc
MC_x_PA_G-LON,MC,PA,G-LON,same-slate-discriminator,same-slate,5,5.0,15.0,5.0,23.48843233907911,297352,80481,MC_x_PA_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MC_x_PA_G-RA,MC,PA,G-RA,same-slate-discriminator,same-slate,5,5.0,14.0,5.0,23.499999999999982,297352,80481,MC_x_PA_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MC_x_PL_G-LON,MC,PL,G-LON,same-slate-discriminator,same-slate,5,5.0,15.0,5.0,23.44361743294188,297352,80481,MC_x_PL_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MC_x_PL_G-RA,MC,PL,G-RA,same-slate-discriminator,same-slate,5,5.0,14.0,5.0,23.49008723851976,297352,80481,MC_x_PL_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MC_x_SA_G-LON,MC,SA,G-LON,same-slate-discriminator,same-slate,5,5.0,15.0,5.0,23.453146265411647,297352,80481,MC_x_SA_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MC_x_SA_G-RA,MC,SA,G-RA,same-slate-discriminator,same-slate,5,5.0,14.0,5.0,23.5,297352,80481,MC_x_SA_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MC_x_SU_G-LON,MC,SU,G-LON,same-slate-discriminator,same-slate,5,5.0,15.0,5.0,23.7389074941288,297352,80481,MC_x_SU_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MC_x_SU_G-RA,MC,SU,G-RA,same-slate-discriminator,same-slate,5,5.0,14.0,5.0,23.638422310871704,297352,80481,MC_x_SU_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MC_x_UR_G-LON,MC,UR,G-LON,same-slate-discriminator,same-slate,5,5.0,15.0,5.0,23.418110929446726,297352,80481,MC_x_UR_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MC_x_UR_G-RA,MC,UR,G-RA,same-slate-discriminator,same-slate,5,5.0,14.0,5.0,23.55680620020433,297352,80481,MC_x_UR_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MC_x_VE_G-LON,MC,VE,G-LON,same-slate-discriminator,same-slate,5,5.0,15.0,5.0,23.75511708306493,297352,80481,MC_x_VE_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MC_x_VE_G-RA,MC,VE,G-RA,same-slate-discriminator,same-slate,5,5.0,14.0,5.0,23.704825271646826,297352,80481,MC_x_VE_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MC_x_VS_G-LON,MC,VS,G-LON,same-slate-discriminator,same-slate,5,5.0,15.0,5.0,23.463069322326877,297352,80481,MC_x_VS_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MC_x_VS_G-RA,MC,VS,G-RA,same-slate-discriminator,same-slate,5,5.0,14.0,5.0,23.51203427208988,297352,80481,MC_x_VS_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MC_G-LON_x_MO_G-RA,MC G-LON,MO,G-LON_x_G-RA,same-slate-discriminator,same-slate,5,5.0,14.0,5.0,27.102168628898298,297352,80481,MC_G-LON_x_MO_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MC_G-RA_x_MO_G-LON,MC G-RA,MO,G-RA_x_G-LON,same-slate-discriminator,same-slate,5,5.0,14.0,5.0,27.34033566562252,297352,80481,MC_G-RA_x_MO_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_CE_G-LON,VX,CE,G-LON,same-slate-discriminator,same-slate,6,6.0,23.0,6.0,21.693254685556557,297352,80481,VX_x_CE_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_CE_G-RA,VX,CE,G-RA,same-slate-discriminator,same-slate,6,6.0,24.0,6.0,21.634609701486816,297352,80481,VX_x_CE_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_JN_G-LON,VX,JN,G-LON,same-slate-discriminator,same-slate,6,6.0,23.0,6.0,21.712664564175057,297352,80481,VX_x_JN_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_JN_G-RA,VX,JN,G-RA,same-slate-discriminator,same-slate,6,6.0,24.0,6.0,21.67984319437676,297352,80481,VX_x_JN_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_JU_G-LON,VX,JU,G-LON,same-slate-discriminator,same-slate,6,6.0,23.0,6.0,21.84735720202579,297352,80481,VX_x_JU_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_JU_G-RA,VX,JU,G-RA,same-slate-discriminator,same-slate,6,6.0,24.0,6.0,21.541413692951966,297352,80481,VX_x_JU_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_MA_G-LON,VX,MA,G-LON,same-slate-discriminator,same-slate,6,6.0,23.0,6.0,21.753942953666893,297352,80481,VX_x_MA_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_MA_G-RA,VX,MA,G-RA,same-slate-discriminator,same-slate,6,6.0,24.0,6.0,21.742707672433426,297352,80481,VX_x_MA_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_ME_G-LON,VX,ME,G-LON,same-slate-discriminator,same-slate,6,6.0,23.0,6.0,21.70896678350401,297352,80481,VX_x_ME_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_ME_G-RA,VX,ME,G-RA,same-slate-discriminator,same-slate,6,6.0,24.0,6.0,21.68940779096984,297352,80481,VX_x_ME_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_MO_G-LON,VX,MO,G-LON,same-slate-discriminator,same-slate,6,6.0,23.0,6.0,25.895684702137203,297352,80481,VX_x_MO_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_MO_G-RA,VX,MO,G-RA,same-slate-discriminator,same-slate,6,6.0,24.0,5.0,25.84791171572513,297352,80481,VX_x_MO_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_NE_G-LON,VX,NE,G-LON,same-slate-discriminator,same-slate,6,6.0,23.0,6.0,21.78704241558262,297352,80481,VX_x_NE_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_NE_G-RA,VX,NE,G-RA,same-slate-discriminator,same-slate,6,6.0,24.0,6.0,21.60307613890177,297352,80481,VX_x_NE_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_NN_G-LON,VX,NN,G-LON,same-slate-discriminator,same-slate,6,6.0,23.0,6.0,21.732568712692107,297352,80481,VX_x_NN_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_NN_G-RA,VX,NN,G-RA,same-slate-discriminator,same-slate,6,6.0,24.0,6.0,21.671620516113528,297352,80481,VX_x_NN_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_PA_G-LON,VX,PA,G-LON,same-slate-discriminator,same-slate,6,6.0,23.0,6.0,21.78261154871444,297352,80481,VX_x_PA_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_PA_G-RA,VX,PA,G-RA,same-slate-discriminator,same-slate,6,6.0,24.0,6.0,21.66828734119474,297352,80481,VX_x_PA_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_PL_G-LON,VX,PL,G-LON,same-slate-discriminator,same-slate,6,6.0,23.0,6.0,21.725565890954,297352,80481,VX_x_PL_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_PL_G-RA,VX,PL,G-RA,same-slate-discriminator,same-slate,6,6.0,24.0,6.0,21.5,297352,80481,VX_x_PL_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_SA_G-LON,VX,SA,G-LON,same-slate-discriminator,same-slate,6,6.0,23.0,6.0,21.701853067580927,297352,80481,VX_x_SA_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_SA_G-RA,VX,SA,G-RA,same-slate-discriminator,same-slate,6,6.0,24.0,6.0,21.59087301981253,297352,80481,VX_x_SA_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_SU_G-LON,VX,SU,G-LON,same-slate-discriminator,same-slate,6,6.0,23.0,6.0,21.733899246989157,297352,80481,VX_x_SU_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_SU_G-RA,VX,SU,G-RA,same-slate-discriminator,same-slate,6,6.0,24.0,6.0,21.809152918460427,297352,80481,VX_x_SU_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_UR_G-LON,VX,UR,G-LON,same-slate-discriminator,same-slate,6,6.0,23.0,6.0,21.66026953060782,297352,80481,VX_x_UR_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_UR_G-RA,VX,UR,G-RA,same-slate-discriminator,same-slate,6,6.0,24.0,6.0,21.51801093570617,297352,80481,VX_x_UR_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_VE_G-LON,VX,VE,G-LON,same-slate-discriminator,same-slate,6,6.0,23.0,6.0,21.741622937484195,297352,80481,VX_x_VE_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_VE_G-RA,VX,VE,G-RA,same-slate-discriminator,same-slate,6,6.0,24.0,6.0,21.87824897895257,297352,80481,VX_x_VE_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_VS_G-LON,VX,VS,G-LON,same-slate-discriminator,same-slate,6,6.0,23.0,6.0,21.724572415997244,297352,80481,VX_x_VS_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_x_VS_G-RA,VX,VS,G-RA,same-slate-discriminator,same-slate,6,6.0,24.0,6.0,21.53052744457919,297352,80481,VX_x_VS_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_G-LON_x_MO_G-RA,VX G-LON,MO,G-LON_x_G-RA,same-slate-discriminator,same-slate,6,6.0,23.0,6.0,25.830737511894423,297352,80481,VX_G-LON_x_MO_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
VX_G-RA_x_MO_G-LON,VX G-RA,MO,G-RA_x_G-LON,same-slate-discriminator,same-slate,6,6.0,24.0,5.0,25.97134579664217,297352,80481,VX_G-RA_x_MO_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
Asc_x_PFdn_G-LON,Asc,PFdn,G-LON,slow-contextual,between-day-only,,0.0,1.0,,12.193744628790398,297352,80481,Asc_x_PFdn_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
Asc_x_PFdn_G-RA,Asc,PFdn,G-RA,slow-contextual,between-day-only,,0.0,2.0,,12.236758364622226,297352,80481,Asc_x_PFdn_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
Asc_x_PFff_G-LON,Asc,PFff,G-LON,slow-contextual,between-day-only,,0.0,0.0,,12.0,297352,80481,Asc_x_PFff_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
Asc_x_PFff_G-RA,Asc,PFff,G-RA,slow-contextual,between-day-only,,0.0,1.0,,12.000000000000004,297352,80481,Asc_x_PFff_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_CE_G-LON,MO,CE,G-LON,slow-contextual,between-day-only,,0.0,1.0,,12.799990953913408,297352,80481,MO_x_CE_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_CE_G-RA,MO,CE,G-RA,slow-contextual,between-day-only,,0.0,1.0,,12.78570518222628,297352,80481,MO_x_CE_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_JN_G-LON,MO,JN,G-LON,slow-contextual,between-day-only,,0.0,1.0,,12.800016653112834,297352,80481,MO_x_JN_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_JN_G-RA,MO,JN,G-RA,slow-contextual,between-day-only,,0.0,1.0,,12.783199569535071,297352,80481,MO_x_JN_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_JU_G-LON,MO,JU,G-LON,slow-contextual,between-day-only,,0.0,1.0,,12.933330655567914,297352,80481,MO_x_JU_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_JU_G-RA,MO,JU,G-RA,slow-contextual,between-day-only,,0.0,1.0,,12.933391711924742,297352,80481,MO_x_JU_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_MA_G-LON,MO,MA,G-LON,slow-contextual,between-day-only,,0.0,1.0,,12.466731186721264,297352,80481,MO_x_MA_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_MA_G-RA,MO,MA,G-RA,slow-contextual,between-day-only,,0.0,1.0,,12.466709150261067,297352,80481,MO_x_MA_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_ME_G-LON,MO,ME,G-LON,slow-contextual,between-day-only,,0.0,1.0,,11.999999999999972,297352,80481,MO_x_ME_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_ME_G-RA,MO,ME,G-RA,slow-contextual,between-day-only,,0.0,1.0,,12.0,297352,80481,MO_x_ME_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_NE_G-LON,MO,NE,G-LON,slow-contextual,between-day-only,,0.0,1.0,,13.0,297352,80481,MO_x_NE_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_NE_G-RA,MO,NE,G-RA,slow-contextual,between-day-only,,0.0,1.0,,13.0,297352,80481,MO_x_NE_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_NN_G-LON,MO,NN,G-LON,slow-contextual,between-day-only,,0.0,1.0,,13.0,297352,80481,MO_x_NN_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_NN_G-RA,MO,NN,G-RA,slow-contextual,between-day-only,,0.0,1.0,,13.000000000000028,297352,80481,MO_x_NN_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_PA_G-LON,MO,PA,G-LON,slow-contextual,between-day-only,,0.0,1.0,,12.799974557684834,297352,80481,MO_x_PA_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_PA_G-RA,MO,PA,G-RA,slow-contextual,between-day-only,,0.0,1.0,,12.80441403201462,297352,80481,MO_x_PA_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_PL_G-LON,MO,PL,G-LON,slow-contextual,between-day-only,,0.0,1.0,,13.0,297352,80481,MO_x_PL_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_PL_G-RA,MO,PL,G-RA,slow-contextual,between-day-only,,0.0,1.0,,13.0,297352,80481,MO_x_PL_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_SA_G-LON,MO,SA,G-LON,slow-contextual,between-day-only,,0.0,1.0,,12.993900351971906,297352,80481,MO_x_SA_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_SA_G-RA,MO,SA,G-RA,slow-contextual,between-day-only,,0.0,1.0,,13.0,297352,80481,MO_x_SA_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_SU_G-LON,MO,SU,G-LON,slow-contextual,between-day-only,,0.0,0.0,,12.0,297352,80481,MO_x_SU_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_SU_G-RA,MO,SU,G-RA,slow-contextual,between-day-only,,0.0,0.0,,12.000000000000028,297352,80481,MO_x_SU_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_UR_G-LON,MO,UR,G-LON,slow-contextual,between-day-only,,0.0,1.0,,12.999999999999998,297352,80481,MO_x_UR_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_UR_G-RA,MO,UR,G-RA,slow-contextual,between-day-only,,0.0,1.0,,13.0,297352,80481,MO_x_UR_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_VE_G-LON,MO,VE,G-LON,slow-contextual,between-day-only,,0.0,1.0,,12.0,297352,80481,MO_x_VE_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_VE_G-RA,MO,VE,G-RA,slow-contextual,between-day-only,,0.0,0.0,,11.999999999999943,297352,80481,MO_x_VE_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_VS_G-LON,MO,VS,G-LON,slow-contextual,between-day-only,,0.0,1.0,,12.733416782898331,297352,80481,MO_x_VS_G-LON,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
MO_x_VS_G-RA,MO,VS,G-RA,slow-contextual,between-day-only,,0.0,1.0,,12.733432213964193,297352,80481,MO_x_VS_G-RA,True,v2.1,e5a6bad6c54a5460c25674dd0a9aa61a5c3bd3c6c48c054568829262744ccdd1,2026-05-28T22:26:24Z
